"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P116898",0.0617702111325642,0.00123917997209062,8.54648971014611,-0.0962033277419172,3.48838790635752,"W09C5.7","hypothetical protein","chrI:13658064-13658123",173236,0.58819510442592,0.475967700278005,NA,NA,NA,NA,NA,NA,173236,"GO:0005769///GO:0045334","early endosome///clathrin-coated endocytic vesicle","GO:0046856///GO:2001135","phosphatidylinositol dephosphorylation///regulation of endocytic recycling","GO:0042578///GO:0043812","phosphoric ester hydrolase activity///phosphatidylinositol-4-phosphate phosphatase activity","W09C5.7"
"A_12_P150630",0.0617702111325642,0.00124226387708601,8.54071148832922,-0.0983654960178857,3.6738108390779,"plk-3","POLO Kinase","chrIV:7471169-7471110",266900,0.619879318993006,0.475428435203705,NA,NA,NA,NA,NA,NA,266900,"GO:0000922///GO:0005634///GO:0005737///GO:0005813","spindle pole///nucleus///cytoplasm///centrosome","GO:0000278///GO:0006468///GO:0016310///GO:0032465","mitotic cell cycle///protein phosphorylation///phosphorylation///regulation of cytokinesis","GO:0000166///GO:0004672///GO:0004674///GO:0005524///GO:0016301///GO:0016740","nucleotide binding///protein kinase activity///protein serine/threonine kinase activity///ATP binding///kinase activity///transferase activity","plk-3"
"A_12_P118422",0.0617702111325642,0.00124538683480887,8.53487833374882,-0.100550412847816,3.55070506353206,"dpm-3","Dolichol Phosphate Mannosyltransferase","chrIV:12391891-12391950",178189,0.599517234416308,0.474883554635206,NA,NA,NA,NA,NA,NA,178189,"GO:0005783///GO:0005789///GO:0016020///GO:0016021///GO:0030176///GO:0033185","endoplasmic reticulum///endoplasmic reticulum membrane///membrane///integral component of membrane///integral component of endoplasmic reticulum membrane///dolichol-phosphate-mannose synthase complex","GO:0006486///GO:0006506///GO:0097502","protein glycosylation///GPI anchor biosynthetic process///mannosylation","","","dpm-3"
"A_12_P130197",0.0617702111325642,0.00124741477795824,8.53110026052694,-0.101966737670513,3.60132769550427,"pal-1","Posterior ALae in males","chrIII:4806690-4805185",175638,0.608333877224812,0.474530379520526,NA,NA,NA,NA,NA,NA,175638,"GO:0000775///GO:0000776///GO:0000777///GO:0000794///GO:0005634///GO:0005694","chromosome, centromeric region///kinetochore///condensed chromosome kinetochore///condensed nuclear chromosome///nucleus///chromosome","GO:0001712///GO:0006357///GO:0007275///GO:0009790///GO:0009792///GO:0009880///GO:0009887///GO:0009948///GO:0030154///GO:0042693///GO:0043065///GO:0045944","ectodermal cell fate commitment///regulation of transcription by RNA polymerase II///multicellular organism development///embryo development///embryo development ending in birth or egg hatching///embryonic pattern specification///animal organ morphogenesis///anterior/posterior axis specification///cell differentiation///muscle cell fate commitment///positive regulation of apoptotic process///positive regulation of transcription by RNA polymerase II","GO:0000977///GO:0000981///GO:0003677///GO:0003700///GO:0005515","RNA polymerase II transcription regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///DNA binding///DNA-binding transcription factor activity///protein binding","pal-1"
"A_12_P105639",0.0617702111325642,0.00124753384889106,8.53087866908739,-0.102049836661043,3.64760319140228,"rpl-20","Ribosomal Protein, Large subunit","chrIV:4749096-4749037",3565264,0.616166707839511,0.474509658723207,NA,NA,NA,NA,NA,NA,3565264,"","","","","","","rpl-20"
"A_12_P107618",0.0617702111325642,0.00124983749528036,8.52659676968394,-0.103656217324284,4.07921616876805,"T16G12.4","hypothetical protein","chrIII:10058420-10058479",188556,0.689422419912657,0.474109123802188,NA,NA,NA,NA,NA,NA,188556,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","T16G12.4"
"A_12_P104964",0.0617702111325642,0.00125017716215944,8.52596624869613,-0.103892861680795,3.51860267592099,"mel-47","Maternal Effect Lethal","chrII:5422565-5422624",173925,0.594717922925705,0.474050121706416,NA,NA,NA,NA,NA,NA,173925,"","","","","","","mel-47"
"A_12_P138699",0.0617702111325642,0.00125048103746087,8.52540234873705,-0.104104524002961,3.79494644412518,"carboxylesterase","hypothetical protein","chrV:5235352-5235293",178910,0.641468263261746,0.473997348948532,NA,NA,NA,NA,NA,NA,178910,"","","","","GO:0016787///GO:0052689","hydrolase activity///carboxylic ester hydrolase activity","carboxylesterase"
"A_12_P176767",0.0617702111325642,0.00125562134914289,-8.51588936588775,-0.107678379730624,-3.59827788080381,"hmg-4","HMG","chrIII:7381138-7381079",176052,0.608904376982473,0.473106385181118,NA,NA,NA,NA,NA,NA,176052,"GO:0005634///GO:0005694///GO:0035101","nucleus///chromosome///FACT complex","GO:0006260///GO:0006281///GO:0006974///GO:0045995///GO:0060465///GO:1902275","DNA replication///DNA repair///cellular response to DNA damage stimulus///regulation of embryonic development///pharynx development///regulation of chromatin organization","GO:0003677///GO:0031491///GO:0042393","DNA binding///nucleosome binding///histone binding","hmg-4"
"A_12_P116248",0.0617702111325642,0.00125823089017957,8.51107859044348,-0.109487943276517,3.20967222129435,"frs-2","phenylalanyl (F) tRNA Synthetase","chrII:8466574-8466684",174351,0.543451122620186,0.472655325165607,NA,NA,NA,NA,NA,NA,174351,"GO:0005737///GO:0009328","cytoplasm///phenylalanine-tRNA ligase complex","GO:0006412///GO:0006432","translation///phenylalanyl-tRNA aminoacylation","GO:0000166///GO:0000287///GO:0003723///GO:0004812///GO:0004826///GO:0005524///GO:0016874","nucleotide binding///magnesium ion binding///RNA binding///aminoacyl-tRNA ligase activity///phenylalanine-tRNA ligase activity///ATP binding///ligase activity","frs-2"
"A_12_P144005",0.0617702111325642,0.00126185205235271,8.50442347348004,-0.111993738731218,3.27637173881939,"C39D10.11","hypothetical protein","chrX:7905352-7905411",3565451,0.555178579111636,0.472030793083305,NA,NA,NA,NA,NA,NA,3565451,"","","","","","","C39D10.11"
"A_12_P113020",0.0617702111325642,0.0012628343059609,8.50262236225545,-0.112672392823859,3.27142723507379,"cnc-1","CaeNaCin (Caenorhabditis bacteriocin)","chrV:1444231-1444124",187726,0.554458162939729,0.471861663672125,NA,NA,NA,NA,NA,NA,187726,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0045087///GO:0050832","innate immune response///defense response to fungus","","","cnc-1"
"A_12_P119519",0.0617702111325642,0.00126959349560875,8.490275646149,-0.117330309520204,3.39475248996725,"peptidase","hypothetical protein","chrIV:3296922-3296981",177097,0.576196654858143,0.470701026696501,NA,NA,NA,NA,NA,NA,177097,"","","","","","","peptidase"
"A_12_P100448",0.0617702111325642,0.00127671701356886,8.47735201091347,-0.122216562295143,3.46526271539175,"tgt-2","TRNA Guanine Transglycosylase","chrV:19000723-19000782",180244,0.589061116437622,0.469483834685563,NA,NA,NA,NA,NA,NA,180244,"GO:0005737","cytoplasm","GO:0006400///GO:0008033///GO:0101030","tRNA modification///tRNA processing///tRNA-guanine transglycosylation","GO:0008479///GO:0016763///GO:0046872","queuine tRNA-ribosyltransferase activity///transferase activity, transferring pentosyl groups///metal ion binding","tgt-2"
"A_12_P105463",0.0617702111325642,0.00127970464006411,8.47195858693364,-0.12425898342464,3.23677548785687,"F57G8.5","hypothetical protein","chrV:16341392-16341451",180097,0.550570781352659,0.468975163260696,NA,NA,NA,NA,NA,NA,180097,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0006812///GO:0055085///GO:1902600","cation transport///transmembrane transport///proton transmembrane transport","GO:0015299","solute:proton antiporter activity","F57G8.5"
"A_12_P100030",0.0617702111325642,0.00128254763204555,8.46684085416575,-0.126198770926265,3.205023490622,"T21C9.4","hypothetical protein","chrV:10578648-10578589",179476,0.545499337741088,0.468492112731528,NA,NA,NA,NA,NA,NA,179476,"","","GO:0007049","cell cycle","GO:0042802","identical protein binding","T21C9.4"
"A_12_P162775",0.0617702111325642,0.001283869904232,8.46446542979757,-0.127099719422017,3.67674603271897,"rpb-12","RNA Polymerase II (B) subunit","unmapped",184886,0.625962770835615,0.468267776404877,NA,NA,NA,NA,NA,NA,184886,"GO:0005665///GO:0005666///GO:0005736","RNA polymerase II, core complex///RNA polymerase III complex///RNA polymerase I complex","GO:0006351","transcription, DNA-templated","GO:0003677///GO:0003899///GO:0008270///GO:0046872","DNA binding///DNA-directed 5'-3' RNA polymerase activity///zinc ion binding///metal ion binding","rpb-12"
"A_12_P111732",0.0617702111325642,0.00128980267008171,8.4538448863241,-0.131132412182912,3.31589201736906,"tag-144","Temporarily Assigned Gene name","chrIV:11046929-11046988",178000,0.565236907514016,0.467263793706738,NA,NA,NA,NA,NA,NA,178000,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0045859","regulation of protein kinase activity","GO:0019887///GO:0030165","protein kinase regulator activity///PDZ domain binding","tag-144"
"A_12_P102906",0.0617702111325642,0.00129071964412469,8.45220881124828,-0.131754301896422,3.38365650651477,"nspd-10","Nematode Specific Peptide family, group D","chrI:10878219-10878160",353386,0.576899893366525,0.467108990888707,NA,NA,NA,NA,NA,NA,353386,"","","","","","","nspd-10"
"A_12_P115535",0.0617702111325642,0.00129231807981382,8.4493603341989,-0.132837460053683,3.35270284091432,"B0507.6","hypothetical protein","chrV:8752953-8753012",182013,0.571815124545067,0.466839382761367,NA,NA,NA,NA,NA,NA,182013,"","","","","","","B0507.6"
"A_12_P180116",0.0617702111325642,0.00129504362665696,8.44451343753355,-0.134681765957009,3.22016323398871,"F58H1.3","hypothetical protein","chrV:11934789-11934848",179634,0.54952526387222,0.466380362536265,NA,NA,NA,NA,NA,NA,179634,"GO:0005634///GO:0005737","nucleus///cytoplasm","GO:0008652///GO:0009086///GO:0016311///GO:0019284///GO:0019509","cellular amino acid biosynthetic process///methionine biosynthetic process///dephosphorylation///L-methionine salvage from S-adenosylmethionine///L-methionine salvage from methylthioadenosine","GO:0000287///GO:0016787///GO:0043715///GO:0043716///GO:0043874///GO:0046872","magnesium ion binding///hydrolase activity///2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity///2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity///acireductone synthase activity///metal ion binding","F58H1.3"
"A_12_P119436",0.0617702111325642,0.00129507962428601,8.44444950749942,-0.134706102518948,3.26583522766236,"Y62H9A.6","hypothetical protein","chrX:11883846-11883905",181365,0.55732347138487,0.466374305907866,NA,NA,NA,NA,NA,NA,181365,"","","","","","","Y62H9A.6"
"A_12_P115144",0.0617702111325642,0.00130350101103332,8.42955425405931,-0.140383722327984,3.37116834158384,"Y74C9A.3","hypothetical protein","chrI:4294-4235",171590,0.576315416381391,0.464961594069512,NA,NA,NA,NA,NA,NA,171590,"GO:0005737","cytoplasm","GO:0006480///GO:0032259","N-terminal protein amino acid methylation///methylation","GO:0008168///GO:0016740///GO:0071885","methyltransferase activity///transferase activity///N-terminal protein N-methyltransferase activity","Y74C9A.3"
"A_12_P108073",0.0617702111325642,0.00130466028954086,8.42751320657215,-0.141162852599423,3.41688752722429,"C34G6.5","hypothetical protein","chrI:5874065-5874124",172260,0.584272773520096,0.46476777333302,NA,NA,NA,NA,NA,NA,172260,"GO:0005634///GO:0005737","nucleus///cytoplasm","GO:0006468///GO:0016310///GO:0018105","protein phosphorylation///phosphorylation///peptidyl-serine phosphorylation","GO:0000166///GO:0004672///GO:0004674///GO:0005524///GO:0016301","nucleotide binding///protein kinase activity///protein serine/threonine kinase activity///ATP binding///kinase activity","C34G6.5"
"A_12_P118403",0.0617702111325642,0.00130727862964455,8.42291163460238,-0.142920427172172,3.23013279163695,"C25A1.6","hypothetical protein","chrI:10179160-10179219",172883,0.552640284648602,0.464330588568816,NA,NA,NA,NA,NA,NA,172883,"GO:0005634///GO:0005730///GO:0031429///GO:0090661","nucleus///nucleolus///box H/ACA snoRNP complex///box H/ACA telomerase RNP complex","GO:0001522///GO:0006364///GO:0031118///GO:0031120///GO:0042254","pseudouridine synthesis///rRNA processing///rRNA pseudouridine synthesis///snRNA pseudouridine synthesis///ribosome biogenesis","GO:0030515///GO:0034513///GO:0070034","snoRNA binding///box H/ACA snoRNA binding///telomerase RNA binding","C25A1.6"
"A_12_P108676",0.0617702111325642,0.00130901104292802,8.41987334976082,-0.144081673187861,3.15968289498782,"C41D11.5","hypothetical protein","chrI:4450067-4450008",172046,0.540782149348061,0.464041766521969,NA,NA,NA,NA,NA,NA,172046,"","","","","","","C41D11.5"
"A_12_P119053",0.0617702111325642,0.00131196477360832,8.41470470061692,-0.14605856302502,3.45041927581971,"coh-3","COHesin family","chrV:14459784-14459843",179949,0.590904638298623,0.463550135278423,NA,NA,NA,NA,NA,NA,179949,"","","GO:0051177","meiotic sister chromatid cohesion","","","coh-3"
"A_12_P141987",0.0617702111325642,0.00131262337418583,8.41355421626437,-0.146498838580909,3.70948713693751,"C13F10.5","hypothetical protein","chrV:7217702-7217643",179110,0.635358404660447,0.46344065309505,NA,NA,NA,NA,NA,NA,179110,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","C13F10.5"
"A_12_P110765",0.0617702111325642,0.0013145555685083,8.41018309657571,-0.147789429724676,4.19033012921615,"Y45F10C.2","hypothetical protein","chrIV:13662315-13662212",178334,0.718004549636275,0.463119745480945,NA,NA,NA,NA,NA,NA,178334,"GO:0005576","extracellular region","","","","","Y45F10C.2"
"A_12_P134910",0.0617702111325642,0.00131508509601787,8.40926030500019,-0.14814284082559,3.43249918934444,"C04H5.7","hypothetical protein","chrII:14538192-14538251",175115,0.5882162995211,0.463031874545161,NA,NA,NA,NA,NA,NA,175115,"","","","","","","C04H5.7"
"A_12_P107858",0.0617702111325642,0.00133063173734874,8.38237271972129,-0.15846519606169,3.17050310302692,"tag-65","Temporarily Assigned Gene name","chrV:13676148-13676089",179857,0.545061644625347,0.46046639446532,NA,NA,NA,NA,NA,NA,179857,"GO:0048471","perinuclear region of cytoplasm","GO:0006874","cellular calcium ion homeostasis","GO:0003676","nucleic acid binding","tag-65"
"A_12_P120317",0.0617702111325642,0.00135195752734155,8.34612196127865,-0.172458821156535,4.27378153917933,"T15D6.11","hypothetical protein","chrI:12396705-12396646",188537,0.73792461853302,0.456991837799868,NA,NA,NA,NA,NA,NA,188537,"","","","","","","T15D6.11"
"A_12_P159805",0.0617702111325642,0.00135527854849064,8.34054099608976,-0.17462106062433,3.94075824437145,"K07A12.2","hypothetical protein","chrI:8676667-8676659",172670,0.680879061422931,0.456455327532856,NA,NA,NA,NA,NA,NA,172670,"GO:0005886///GO:0016020///GO:0016021///GO:0016324","plasma membrane///membrane///integral component of membrane///apical plasma membrane","","","","","K07A12.2"
"A_12_P114853",0.0617702111325642,0.00135549785293887,8.3401730570882,-0.174763685535132,3.5424537266562,"Y59A8A.3","hypothetical protein","chrV:17845808-17845749",180167,0.612087529130639,0.456419941961564,NA,NA,NA,NA,NA,NA,180167,"GO:0005789///GO:0016020///GO:0016021","endoplasmic reticulum membrane///membrane///integral component of membrane","GO:0051653","spindle localization","GO:0019894","kinesin binding","Y59A8A.3"
"A_12_P103522",0.0617702111325642,0.00135564343202169,8.33992885220465,-0.174858352198365,3.49245635205157,"T12G3.6","hypothetical protein","chrIV:12030317-12030258",178138,0.603466336789976,0.456396455185628,NA,NA,NA,NA,NA,NA,178138,"","","","","","","T12G3.6"
"A_12_P101318",0.0617702111325642,0.00136168782274548,8.32981837378018,-0.178781244461347,3.30084670824786,"C40C9.3","hypothetical protein","chrX:13648189-13648248",183358,0.571050125767882,0.455423358291905,NA,NA,NA,NA,NA,NA,183358,"","","","","","","C40C9.3"
"A_12_P165881",0.0617702111325642,0.0013619350499838,8.32940602959697,-0.178941381871477,3.83382628979064,"F58E6.8","hypothetical protein","chrV:9755217-9755158",186527,0.663289016216307,0.455383642428327,NA,NA,NA,NA,NA,NA,186527,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F58E6.8"
"A_12_P108807",0.0617702111325642,0.00136217389981584,8.32900774667243,-0.179096069400957,3.82880904864874,"cgh-1","Conserved Germline Helicase","chrIII:7495328-7495269",176061,0.66245266114682,0.455345278734795,NA,NA,NA,NA,NA,NA,176061,"GO:0000932///GO:0005737///GO:0010494///GO:0043186///GO:0043229///GO:1990124///GO:1990904","P-body///cytoplasm///cytoplasmic stress granule///P granule///intracellular organelle///messenger ribonucleoprotein complex///ribonucleoprotein complex","GO:0006915///GO:0007275///GO:0007276///GO:0007283///GO:0008340///GO:0016071///GO:0017148///GO:0030154///GO:0033962///GO:0034063///GO:0043066///GO:0048477","apoptotic process///multicellular organism development///gamete generation///spermatogenesis///determination of adult lifespan///mRNA metabolic process///negative regulation of translation///cell differentiation///P-body assembly///stress granule assembly///negative regulation of apoptotic process///oogenesis","GO:0000166///GO:0003676///GO:0003723///GO:0003724///GO:0003729///GO:0004386///GO:0005515///GO:0005524///GO:0016787","nucleotide binding///nucleic acid binding///RNA binding///RNA helicase activity///mRNA binding///helicase activity///protein binding///ATP binding///hydrolase activity","cgh-1"
